Date,SymH,Density,SymH_Norm,Density_Norm,ap60,F107,MgII,ap60_Norm,F107_Norm,MgII_Norm,imf_DNS_1,imf_DNS_2,imf_DNS_3,imf_DNS_4,imf_DNS_5,imf_DNS_6,imf_DNS_7,imf_DNS_8
2021-02-27 00:00:00,5,1.19e-13,0.186721992,0.068093131,3,77.1,0.274778,0.014492754,0.419021739,0.97432097,0.034132441072378096,0.0009162769446506133,-0.0032240720918525053,0.009672337338164957,0.0005862618482316481,-0.005855982962887404,0.04209069321409264,-0.010224824362778051
2021-02-27 01:00:00,3,4.84e-14,0.195020747,0.027082752,9,77.1,0.274778,0.043478261,0.419021739,0.97432097,-0.005799554083983548,-0.0012821973581513308,-0.0022755525383167177,0.010104147480008742,0.00032428438272932,-0.0055844661769501765,0.04151998340665826,-0.009923893111994549
2021-02-27 02:00:00,1,5.6e-14,0.203319502,0.03146769,12,77.1,0.274778,0.057971014,0.419021739,0.97432097,-0.0017161843164542386,-0.0022294189618009552,-0.0011881455182571818,0.010491896788226446,8.692312121079361e-05,-0.005305692181765263,0.040949820198811146,-0.00962150912997075
2021-02-27 03:00:00,1,7.74e-14,0.203319502,0.043941052,5,77.1,0.274778,0.024154589,0.419021739,0.97432097,0.008287290492320503,-0.000979272814521735,-0.00011623212053218273,0.01083130934506983,-0.00012494728725828772,-0.005019633637235073,0.040380215077407605,-0.009317677055250662
2021-02-27 04:00:00,2,5.38e-14,0.199170124,0.030197867,6,77.1,0.274778,0.028985507,0.419021739,0.97432097,-0.010345833782656452,0.002818066279433473,0.0008454626643810206,0.01111810923279065,-0.0003104521936123023,-0.00472626320326229,0.03981117952930418,-0.009012401526378281
2021-02-27 05:00:00,1,8.16e-14,0.203319502,0.046401908,3,77.1,0.274778,0.014492754,0.419021739,0.97432097,0.001043662420291266,0.0067513800932914435,0.0016160775818519822,0.011348020533640747,-0.0004687169487856721,-0.004425553539749275,0.03924272504135698,-0.008705687181897473
2021-02-27 06:00:00,-2,1.01e-13,0.215767635,0.057472498,3,77.1,0.274778,0.014492754,0.419021739,0.97432097,0.011369512181088788,0.006910486882030208,0.0021147513772502777,0.011516767329871867,-0.0005988669037127515,-0.004117477306598609,0.038674863100422535,-0.00839753866035231
2021-02-27 07:00:00,4,5.38e-14,0.190871369,0.030219969,3,77.1,0.274778,0.014492754,0.419021739,0.97432097,-0.010014084439893798,0.0008017899574089609,0.0022945797587193427,0.011620073703735821,-0.0007000274093279407,-0.003802007163712845,0.038107605193357166,-0.008087960600286707
2021-02-27 08:00:00,4,6.7e-14,0.190871369,0.037924592,9,77.1,0.274778,0.043478261,0.419021739,0.97432097,0.005612081133225713,-0.00709920473542077,0.0022443806967599672,0.011653769326222595,-0.000771323816565625,-0.0034791157709943912,0.037540962807017166,-0.007776957640244657
2021-02-27 09:00:00,5,7.25e-14,0.186721992,0.041129142,6,77.1,0.274778,0.028985507,0.419021739,0.97432097,0.010816804218026329,-0.008938030955778123,0.002086299214422569,0.011614613017650183,-0.0008121651044319996,-0.003148791399377772,0.03697494742825892,-0.007464534418770111
2021-02-27 10:00:00,4,4.38e-14,0.190871369,0.024354818,6,77.1,0.274778,0.028985507,0.419021739,0.97432097,-0.014607114695978987,-7.805169181019072e-05,0.0019137925818278664,0.011501496364575287,-0.0008230947642204924,-0.0028110847639251993,0.036409570543938743,-0.0071506955744070275
2021-02-27 11:00:00,4,1.12e-13,0.190871369,0.064075017,5,77.1,0.274778,0.024154589,0.419021739,0.97432097,0.0165499804960643,0.008763720225418626,0.0017091027414009368,0.011313817747929781,-0.0008049451224149827,-0.0024660569836123525,0.03584484364091307,-0.006835445745699373
